"name","type","lsa_ha","ca_ha","region","dataset"
"NLA12_WA-116","RESERVOIR",53.0661438696,830.948416672,"10","NLA"
"NLA12_WA-118","NATURAL",6.42657991203,3484.35,"7","NLA"
"NLA12_WA-120","NATURAL",20.6216048974,1268.93971424,"6","NLA"
"NLA12_WA-121","NATURAL",22.5790224024,196.92,"7","NLA"
"NLA12_WA-124","NATURAL",48.0913443645,934.29,"10","NLA"
"NLA12_WA-125","NATURAL",7.67470024605,844.218641224,"7","NLA"
"NLA12_WA-126","NATURAL",16.2302139019,1274.19257881,"6","NLA"
"NLA12_WA-129","NATURAL",1.58832578698,13.14,"6","NLA"
"NLA12_WA-131","MAN_MADE",8.69156911553,203.31,"10","NLA"
"NLA12_WA-133","NATURAL",26.3954929937,775.291036806,"7","NLA"
"NLA12_WA-133","NATURAL",26.3954929937,775.291036806,"7","NLA"
"NLA12_WA-138","NATURAL",23.9691443582,55.44,"7","NLA"
"NLA12_WA-141","NATURAL",49.7484584388,219.87,"7","NLA"
"NLA12_WA-146","NATURAL",3.97864686761,546.169305783,"6","NLA"
"NLA12_WA-147","NATURAL",2.41580948892,335.79,"6","NLA"
"NLA12_WA-151","RESERVOIR",1941.75265305,55718.6097543,"6","NLA"
"NLA12_WA-154","NATURAL",1.95806691198,10.8,"6","NLA"
"NLA12_WA-157","NATURAL",24.1506203913,1127.70692293,"7","NLA"
"NLA12_WA-159","NATURAL",4.58615732449,53.37,"10","NLA"
"NLA12_WA-R08","NATURAL",24.0566175685,265.41,"10","NLA"
"NLA12_WA-R09","NATURAL",40.3946129234,19526365.8163,"10","NLA"
"NLA12_WA-R10","NATURAL",16.1522262737,520.874890995,"10","NLA"
"NLA12_WA-R11","NATURAL",1.64163674895,12.69,"6","NLA"
"NLA12_WI-101","NATURAL_ENH",1293.36084224,90995.0686125,"8","NLA"
"NLA12_WI-101","NATURAL_ENH",1293.36084224,90995.0686125,"8","NLA"
"NLA12_WI-102","NATURAL_ENH",314.752086992,22215.9003539,"8","NLA"
"NLA12_WI-103","NATURAL",26.1330714021,4009.50913238,"8","NLA"
"NLA12_WI-104","NATURAL_ENH",422.16585385,7196.25602554,"5","NLA"
"NLA12_WI-106","NATURAL",35.2867236865,2491.49765808,"5","NLA"
"NLA12_WI-107","NATURAL",183.51866348,17212.081138,"8","NLA"
"NLA12_WI-108","NATURAL_ENH",577.563951083,28482.6429025,"8","NLA"
"NLA12_WI-109","RESERVOIR",1780.11812446,80538.1289964,"5","NLA"
"NLA12_WI-110","NATURAL",6.73715476608,16.6989715576,"8","NLA"
"NLA12_WI-111","NATURAL",83.4866255875,486.99,"8","NLA"
"NLA12_WI-112","NATURAL",12.3174474987,55.89,"5","NLA"
"NLA12_WI-112","NATURAL",12.3174474987,55.89,"5","NLA"
"NLA12_WI-113","NATURAL",7.47683430356,130.23,"8","NLA"
"NLA12_WI-115","NATURAL",5.27437339517,32.58,"5","NLA"
"NLA12_WI-117","NATURAL",6.22853546237,329.13,"8","NLA"
"NLA12_WI-120","NATURAL",4.40878085448,93.51,"8","NLA"
"NLA12_WI-122","NATURAL",4.0396325027,14.76,"8","NLA"
"NLA12_WI-127","NATURAL",6.2643646809,118.17,"8","NLA"
"NLA12_WI-128","NATURAL",1.7202954179,399.7237294,"8","NLA"
"NLA12_WI-129","MAN_MADE",2.07835992228,17.37,"8","NLA"
"NLA12_WI-131","NATURAL",116.970728889,3212.7243187,"5","NLA"
"NLA12_WI-132","RESERVOIR",35.5196244959,7901.58721207,"8","NLA"
"NLA12_WI-133","NATURAL",13.0861779246,309.682894592,"8","NLA"
"NLA12_WI-134","NATURAL",11.6419162327,239.49,"8","NLA"
"NLA12_WI-135","NATURAL",44.0094116592,474.21,"5","NLA"
"NLA12_WI-136","NATURAL",21.8873674045,14421.3397751,"8","NLA"
"NLA12_WI-138","NATURAL",12.4764075055,153.9,"5","NLA"
"NLA12_WI-140","NATURAL",89.7416308876,85496.7158047,"8","NLA"
"NLA12_WI-142","NATURAL",3.45749931533,136.71,"5","NLA"
"NLA12_WI-144","NATURAL",3.76748391898,353.61,"8","NLA"
"NLA12_WI-147","NATURAL",10.231090179,2127.76057617,"5","NLA"
"NLA12_WI-151","NATURAL",6.20770334332,151.02,"5","NLA"
"NLA12_WI-152","NATURAL_ENH",712.939573153,10527.24439,"8","NLA"
"NLA12_WI-153","NATURAL",1.75798924272,7.47,"8","NLA"
"NLA12_WI-154","NATURAL",1.65686835416,33.84,"5","NLA"
"NLA12_WI-155","NATURAL",39.0147341736,4023.76411285,"8","NLA"
"NLA12_WI-157","RESERVOIR",14.8293549009,1802.20585831,"8","NLA"
"NLA12_WI-161","NATURAL",1.08436469239,1068.83071655,"8","NLA"
"NLA12_WI-163","NATURAL",54.6285145215,685.188970642,"5","NLA"
"NLA12_WI-166","NATURAL",11.1481654265,2421.13681549,"8","NLA"
"NLA12_WI-168","NATURAL",293.706702026,3024.84336822,"8","NLA"
"NLA12_WI-170","NATURAL",23.5765510426,284.94,"5","NLA"
"NLA12_WI-171","NATURAL",14.6524230068,90.72,"8","NLA"
"NLA12_WI-172","MAN_MADE",35.4437221102,19074.2509438,"8","NLA"
"NLA12_WI-173","RESERVOIR",242.528768729,7469.4606221,"8","NLA"
"NLA12_WI-174","NATURAL",5.45568804146,16.47,"5","NLA"
"NLA12_WI-176","NATURAL",29.4017553505,1738.60740417,"5","NLA"
"NLA12_WI-179","NATURAL",213.751372696,1435.63735794,"5","NLA"
"NLA12_WI-181","NATURAL",30.2329331065,4898.77588394,"8","NLA"
"NLA12_WI-183","NATURAL",45.571329085,110.61,"5","NLA"
"NLA12_WI-188","NATURAL",9.40750120367,95.04,"8","NLA"
"NLA12_WI-R06","NATURAL",48.3739656415,347.13,"5","NLA"
"NLA12_WI-R08","NATURAL",1.73164785098,36.81,"8","NLA"
"NLA12_WI-R11","NATURAL",2.53035472852,187.74,"5","NLA"
"NLA12_WI-R12","NATURAL",9.48305380522,102.42,"5","NLA"
"NLA12_WI-R13","NATURAL",96.4678287565,580.77,"5","NLA"
"NLA12_WV-101","MAN_MADE",60.8871126403,485.704838562,"8","NLA"
"NLA12_WV-101","MAN_MADE",60.8871126403,485.704838562,"8","NLA"
"NLA12_WV-102","MAN_MADE",334.331559617,42246.4006247,"8","NLA"
"NLA12_WV-105","MAN_MADE",2.66330217702,1603.87995026,"8","NLA"
"NLA12_WV-106","MAN_MADE",1556.19910671,26195.8876337,"8","NLA"
"NLA12_WV-111","MAN_MADE",5.1986730466,599.619689484,"8","NLA"
"NLA12_WV-112","MAN_MADE",10.1927920289,82.71,"8","NLA"
"NLA12_WV-112","MAN_MADE",10.1927920289,82.71,"8","NLA"
"NLA12_WV-113","RESERVOIR",3.78569222931,1171.50888016,"8","NLA"
"NLA12_WV-115","MAN_MADE",15.4386414446,2629.94423126,"8","NLA"
"NLA12_WV-R01","MAN_MADE",6.96645880982,115.578138428,"8","NLA"
"NLA12_WY-101","RESERVOIR",16.7705002848,155.579467621,"10","NLA"
"NLA12_WY-101","RESERVOIR",16.7705002848,155.579467621,"10","NLA"
"NLA12_WY-102","RESERVOIR",5253.90624538,5083475.541,"9","NLA"
"NLA12_WY-103","NATURAL_ENH",2045.33191713,25856.5331023,"10","NLA"
"NLA12_WY-104","NATURAL_ENH",1253.05613833,14869.0301962,"9","NLA"
"NLA12_WY-105","RESERVOIR",868.213637655,101631.786233,"10","NLA"
"NLA12_WY-107","MAN_MADE",53.8020341762,89155.092019,"9","NLA"
"NLA12_WY-115","RESERVOIR",90.9262862272,17469.0109616,"10","NLA"
"NLA12_WY-116","NATURAL",20.697042894,774.045770416,"6","NLA"
"NLA12_WY-117","NATURAL",13.0285977695,873.890614242,"6","NLA"
"NLA12_WY-120","NATURAL",182.055845813,28810.0051742,"6","NLA"
"NLA12_WY-124","NATURAL_ENH",10866.6963575,208768.471294,"6","NLA"
"NLA12_WY-124","NATURAL_ENH",10866.6963575,208768.471294,"6","NLA"
"NLA12_WY-125","NATURAL",13.7259308591,168.57,"6","NLA"
"NLA12_WY-130","NATURAL",23.9537096104,66.87,"10","NLA"
"NLA12_WY-131","RESERVOIR",76.1989523142,71105.4030824,"10","NLA"
"NLA12_WY-133","NATURAL",32.0478209877,268.318401718,"6","NLA"
"NLA12_WY-135","MAN_MADE",1.7587726273,3848.71135803,"6","NLA"
"NLA12_WY-137","NATURAL",14.4200221753,371.146100235,"10","NLA"
"NLA12_WY-147","RESERVOIR",2762.17164606,1085302.33671,"10","NLA"
"NLA12_WY-151","MAN_MADE",128.013937284,5416.25897736,"6","NLA"
"NLA12_WY-R01","NATURAL",185.762730402,3904.13681763,"6","NLA"
"NLA12_WY-R02","NATURAL",731.50508522,8137.51034889,"10","NLA"
"NLA12_WY-R04","NATURAL",2.8298147244,120.51,"6","NLA"
"NLA12_WY-R08","MAN_MADE",10.9205229349,45.18,"6","NLA"
"Lake Arapuni","Hydro",940,701053,"Waikato","Waikato"
"Lake Aratiatia","Hydro",60,12323,"Waikato","Waikato"
"Lake Areare","Peat",32,123,"Waikato","Waikato"
"Blue Lake","Volcanic",17,71.7,"Waikato","Waikato"
"Lake Cameron","Peat",3.34,31,"Waikato","Waikato"
"Emerald Lakes","Volcanic",1,264.03,"Waikato","Waikato"
"Lake Hakanoa","Riverine",52,613,"Waikato","Waikato"
"Lake Harihari","Dune",18.39,134,"Waikato","Waikato"
"Hendersons Pond","Peat",1.6,31,"Waikato","Waikato"
"Hinemaiaia Lakes","Hydro",12,13139,"Waikato","Waikato"
"Lake Hotoananga","Peat",19,71,"Waikato","Waikato"
"Lake Kainui","Peat",25,132,"Waikato","Waikato"
"Lake Kaituna","Peat",15,580,"Waikato","Waikato"
"Lake Karapiro","Hydro",760,82788,"Waikato","Waikato"
"Lake Kimihia","Riverun",58,1485,"Waikato","Waikato"
"Lake Komakorau","Peat",2.6,619,"Waikato","Waikato"
"Kopuatai Burn Pools","Peat",2,183.1,"Waikato","Waikato"
"Lake Kopuera","Riverine",52,250,"Waikato","Waikato"
"Lake Koraha","Karst",0.784,176.8,"Waikato","Waikato"
"Lake Koromatua","Peat",6.7,200,"Waikato","Waikato"
"Lake Kuratau","Hydro",103,18367,"Waikato","Waikato"
"Lake Mangahia","Peat",8.4,354,"Waikato","Waikato"
"Lake Mangakaware","Peat",12.9,238,"Waikato","Waikato"
"Lake Maraetai","Hydro",410,66104,"Waikato","Waikato"
"Lake Maratoto","Peat",18,168,"Waikato","Waikato"
"Lake Milicich","Peat",2.2,54,"Waikato","Waikato"
"Lake Te Rotopupu","Artificial",8,2706,"Waikato","Waikato"
"Lake Ngahewa","Volcanic",8.4,746,"Waikato","Waikato"
"Lake Ngakoro","Geothermal",12,235,"Waikato","Waikato"
"Lake Okowhao","Peat",108,1846,"Waikato","Waikato"
"Lake Ngarotoiti","Peat",3.4,504,"Waikato","Waikato"
"Lake Numiti","Dune",15.776,732,"Waikato","Waikato"
"Lake Ohakuri","Hydro",1370,147880,"Waikato","Waikato"
"Lake Ohinewai","Riverine",16,347,"Waikato","Waikato"
"Lake Okoroire","Peat",3.5,147,"Waikato","Waikato"
"Lake Opouri (Ngapouri)","Volcanic",23.5,636,"Waikato","Waikato"
"Lake Otamatearoa","Dune",4.96,68.3,"Waikato","Waikato"
"Lake Parangi","Dune",12.18,122,"Waikato","Waikato"
"Parkonsons Lake (Kohahuake Lake)","Dune",1.92,107.72,"Waikato","Waikato"
"Lake Pataka","Peat",4.6,55,"Waikato","Waikato"
"Lake Patetonga/Patetonga Lagoon","Riverine",4.87,120997,"Waikato","Waikato"
"Lake Pikopiko","Peat",6.35,95,"Waikato","Waikato"
"Lake Te Rotopupu","Dune",0.205,28,"Waikato","Waikato"
"Lake Posa","Peat",2.05,95,"Waikato","Waikato"
"Lake Puketi","Dune",6.42,114.1,"Waikato","Waikato"
"Lake Rotoaira","Volcanic",1532,14190,"Waikato","Waikato"
"Lake Rotoiti (Little Lake)","Dune",1.23,41.93,"Waikato","Waikato"
"Lake Rotokauri","Peat",41.7,933,"Waikato","Waikato"
"Lake Rotokawa","Geothermal",62,1090,"Waikato","Waikato"
"Lake Ngakoro","Peat",22,1804,"Waikato","Waikato"
"Lake Rotokotuku","Waikato Lowland",1.14,77,"Waikato","Waikato"
"Lake Rotomanuka","Peat",12.3,479,"Waikato","Waikato"
"Lake Rotongaio","Volcanic",34,506,"Waikato","Waikato"
"Lake Rotongaro","Riverine",336,1950,"Waikato","Waikato"
"Lake Rotongaroiti","Riverine",53,2105,"Waikato","Waikato"
"Lake Rotongata","Peat",5.3,144,"Waikato","Waikato"
"Lake Rotopataka","Peat",2.8,76,"Waikato","Waikato"
"Lake Rotopiko (Serpintine Lake)","Peat",15.2,163,"Waikato","Waikato"
"Lake Rotopounamu","Volcanic",5.54,525,"Waikato","Waikato"
"Lake Rotoroa","Peat",55,258,"Waikato","Waikato"
"Lake Rotoroa (Kawhia)","Dune",22.39,355,"Waikato","Waikato"
"Lake Rototapu","Dune",1.97,28,"Waikato","Waikato"
"Lake Te Rotopupu","Geothermal",2.6,1101,"Waikato","Waikato"
"Lake Ruatuna","Peat",13,190,"Waikato","Waikato"
"Sulphur Lagoon","Volcanic",2,197,"Waikato","Waikato"
"Lake Taharoa","Dune",216.24,4226,"Waikato","Waikato"
"Tama Lake (Lower)","Volcanic",25,679,"Waikato","Waikato"
"Tama Lake (Upper)","Volcanic",32,271,"Waikato","Waikato"
"Lake Taupo","Volcanic",61500,343355,"Waikato","Waikato"
"Lake Te Rotopupu",NA,0.95,240.25,"Waikato","Waikato"
"Lake Tunawhakaheke","Peat",6.7,100,"Waikato","Waikato"
"Lake Tutaeinanga","Volcanic",3.1,501,"Waikato","Waikato"
"Lake Waahi","Riverine",522,9221,"Waikato","Waikato"
"Lake Waikare","Riverine",3442,21055,"Waikato","Waikato"
"Lake Waioaoa","Hydro",150,25409,"Waikato","Waikato"
"Lake Te Rotopupu","Hydro",780,81148,"Waikato","Waikato"
"Lake Whakatangi","Peat",3,170,"Waikato","Waikato"
"Lake Whangape","Riverine",1450,31767,"Waikato","Waikato"
"Lake Whangioterangi (Echo Lake)","Geothermal",5,70,"Waikato","Waikato"
"Lake Ngakapua North","Natural",4.3,12.5,"Northland","New Zealand"
"Lake Carrot","Natural",3.4,24.6,"Northland","New Zealand"
"Lake Opouahi","Natural",6,41,"Hawke's Bay","New Zealand"
"Lake Ngakapua South","Natural",9.9,50.5,"Northland","New Zealand"
"Lake Waiporohita","Natural",6.8,52.7,"Northland","New Zealand"
"Lake Rotokawau (Aupouri)","Natural",16,55.7,"Northland","New Zealand"
"Lake Waipaera","Natural",2.4,59.7,"Northland","New Zealand"
"Lake Wainui","Natural",4.8,61.4,"Northland","New Zealand"
"Lake Tomarata","Natural",16,83,"Auckland","New Zealand"
"Lake Maratoto","Natural",18,88,"Waikato","New Zealand"
"Lake Waikare","Natural",29,95.7,"Northland","New Zealand"
"Lake Kai Iwi","Natural",27.6,103.4,"Northland","New Zealand"
"Lake Pupuke","Natural",110,105,"Auckland","New Zealand"
"Lake Heather","Natural",12.5,108.4,"Northland","New Zealand"
"Lake Kahuparere","Natural",6.5,109.5,"Northland","New Zealand"
"Lake Rotoroa","Natural",33.7,114.8,"Northland","New Zealand"
"Lake Rotokawau (Pouto)","Natural",28.6,116.4,"Northland","New Zealand"
"Lake Wiritoa","Natural",26,119,"Manawatu-Wanganui","New Zealand"
"Lake Harihari","Natural",18.4,134,"Waikato","New Zealand"
"Lake Roto-Otuauru (Swan)","Natural",16.1,149.8,"Northland","New Zealand"
"Lake Serpentine North","Natural",5.29,163,"Waikato","New Zealand"
"Lake Serpentine South","Natural",8.3,163,"Waikato","New Zealand"
"Lake Waihopo","Natural",10.9,167,"Northland","New Zealand"
"Lake Ngatu","Natural",55.8,177.9,"Northland","New Zealand"
"Lake Johnson","Natural",20,190,"Otago","New Zealand"
"Lake Dudding","Natural",13,196,"Manawatu-Wanganui","New Zealand"
"Lake Karaka","Natural",12.2,214.7,"Northland","New Zealand"
"Lake Rototuna","Natural",6.9,216,"Northland","New Zealand"
"Kaweka Lake","Natural",8.6,223,"Hawke's Bay","New Zealand"
"Lake Te Kahika","Natural",14.1,309.2,"Northland","New Zealand"
"Lake Morehurehu","Natural",35.1,313.7,"Northland","New Zealand"
"Lake Waiparera","Natural",108,315.7,"Northland","New Zealand"
"Lake Vincent","Natural",17,340,"Southland","New Zealand"
"Lake Kohangapiripiri","Natural",11,369,"Wellington","New Zealand"
"Lake Kuwakatai","Natural",29,410,"Auckland","New Zealand"
"Lake Kanono","Natural",74.2,434.2,"Northland","New Zealand"
"Lake Taharoa","Natural",197.7,441.7,"Northland","New Zealand"
"Lake Rotomanuka","Natural",17.7,479,"Waikato","New Zealand"
"Lake Wainamu","Natural",14,480,"Auckland","New Zealand"
"Lake Ototoa","Natural",110,510,"Auckland","New Zealand"
"Lake Humuhumu","Natural",129.1,539.7,"Northland","New Zealand"
"The Reservoir","",48,560,"Southland","New Zealand"
"Lake Hakanoa","Natural",52,613,"Waikato","New Zealand"
"Lake Pounui","Natural",46,627,"Wellington","New Zealand"
"Lake Runanga","Natural",110,768,"Hawke's Bay","New Zealand"
"Lake Oingo","Natural",85,980,"Hawke's Bay","New Zealand"
"Lake Tutira","Natural",174,1012,"Hawke's Bay","New Zealand"
"Lake Waikopiro","Natural",11,1012,"Hawke's Bay","New Zealand"
"Lake Mokeno","Natural",154.7,1108.7,"Northland","New Zealand"
"Lake Waikareiti","Natural",340,1418,"Hawke's Bay","New Zealand"
"Lake George","Natural",150,1555,"Southland","New Zealand"
"Lake Kohangatera","Natural",21,2002,"Wellington","New Zealand"
"Mahinapua","Natural",340,3131,"West Coast","New Zealand"
"Lake Omapere","Natural",1231.5,3392.8,"Northland","New Zealand"
"Lake Horowhenua","Natural",290,4361,"Manawatu-Wanganui","New Zealand"
"Lake Hayes","Natural",276,4400,"Otago","New Zealand"
"Haupiri","Natural",210,5391,"West Coast","New Zealand"
"Lake Waahi","Natural",522,9221,"Waikato","New Zealand"
"Lake Onslow","Artificial",380,12600,"Otago","New Zealand"
"Lake Tuakitoto","Natural",118,14300,"Otago","New Zealand"
"Waituna Lagoon","Natural",1350,20000,"Southland","New Zealand"
"Lake Waikare","Natural",3442,21055,"Waikato","New Zealand"
"Lake Whangape","Natural",1450,31767,"Waikato","New Zealand"
"Lake Waikaremoana","Natural",5100,35086,"Hawke's Bay","New Zealand"
"Lake Brunner","Natural",4100,37927,"West Coast","New Zealand"
"Lake Waihola","Natural",620,39698,"Otago","New Zealand"
"Lake Wairarapa","Natural",7850,57325,"Wellington","New Zealand"
"Lake Rotorangi","Artificial",597.3,86871.4,"Taranaki","New Zealand"
"Lake Manapouri","Natural",14200,138800,"Southland","New Zealand"
"Lake Hawea","Natural",13760,139400,"Otago","New Zealand"
"Lake Wanaka","Natural",18000,259000,"Otago","New Zealand"
"Lake Wakatipu","Natural",28900,267400,"Otago","New Zealand"
"Lake Taupo","Natural",62200,348700,"Waikato","New Zealand"
"Acton*#","Tributary",240,26000,NA,"Ohio"
"Adams*","Tributary",15,1300,NA,"Ohio"
"Alum Creek*","Tributary",1300,33000,NA,"Ohio"
"Antrim Park","Other",17,44,NA,"Ohio"
"Aquilla","Other",11,2900,NA,"Ohio"
"Atwood","Tributary",630,18000,NA,"Ohio"
"Barnesville #3","Tributary",37,1500,NA,"Ohio"
"Barton","Other",7.4,8.7,NA,"Ohio"
"Belmont","Tributary",43,1200,NA,"Ohio"
"Berlin*","Tributary",1300,65000,NA,"Ohio"
"Buckeye","Canal",1200,9800,NA,"Ohio"
"Bucyrus Reservoir 2","Other",13,680,NA,"Ohio"
"Burr Oak*#","Tributary",280,8600,NA,"Ohio"
"C.J. Brown*","Tributary",790,21000,NA,"Ohio"
"Caesar Creek","Tributary",1100,61000,NA,"Ohio"
"Clark","Tributary",39,1900,NA,"Ohio"
"Clear Fork*","Tributary",410,8700,NA,"Ohio"
"Clendening*#","Tributary",690,18000,NA,"Ohio"
"Clouse","Tributary",7.9,2200,NA,"Ohio"
"Cowan*","Tributary",280,13000,NA,"Ohio"
"Dale Walborn*","Tributary",270,8100,NA,"Ohio"
"Deer Creek*","Tributary",530,73000,NA,"Ohio"
"Delaware*#","Tributary",490,1e+05,NA,"Ohio"
"Dillon*","Tributary",520,190000,NA,"Ohio"
"Dow","Tributary",69,1900,NA,"Ohio"
"East Branch","Tributary",160,4800,NA,"Ohio"
"East Fork*","Tributary",850,89000,NA,"Ohio"
"East Portage","Other",94,3700,NA,"Ohio"
"Eastwood","Other",79,180,NA,"Ohio"
"Findley","Tributary",34,1500,NA,"Ohio"
"Flagdale Lake","Tributary",9.6,840,NA,"Ohio"
"Forked Run*","Tributary",45,2300,NA,"Ohio"
"Fox Lake","Tributary",21,1000,NA,"Ohio"
"Grand Lake St. Mary's*#","Canal",5200,29000,NA,"Ohio"
"Granger Pond","Other",14,29,NA,"Ohio"
"Grant","Tributary",72,6700,NA,"Ohio"
"Griggs","Tributary",160,270000,NA,"Ohio"
"Guilford","Tributary",150,2800,NA,"Ohio"
"Hammertown","Tributary",66,810,NA,"Ohio"
"Hargus Creek*","Tributary",58,1700,NA,"Ohio"
"Harrison*","Tributary",40,9500,NA,"Ohio"
"Highlandtown","Tributary",76,1500,NA,"Ohio"
"Hinckley","Tributary",32,5700,NA,"Ohio"
"Hoover*","Tributary",1200,49000,NA,"Ohio"
"Indian","Canal",2000,27000,NA,"Ohio"
"Jackson*","Tributary",100,4900,NA,"Ohio"
"Kiser","Tributary",160,2300,NA,"Ohio"
"Knox*#","Tributary",190,8000,NA,"Ohio"
"Kokosing","Tributary",62,12000,NA,"Ohio"
"La Su An","Tributary",33,150,NA,"Ohio"
"LaDue","Tributary",600,9300,NA,"Ohio"
"Lake Alma","Other",28,180,NA,"Ohio"
"Leesville","Tributary",410,13000,NA,"Ohio"
"Logan","Tributary",130,3800,NA,"Ohio"
"Long Lake","Other",91,14000,NA,"Ohio"
"Loramie","Tributary",350,20000,NA,"Ohio"
"Madison","Tributary",40,14000,NA,"Ohio"
"McKarns","Other",16,19,NA,"Ohio"
"Medina","Other",41,130,NA,"Ohio"
"Miami Whitewater*","Tributary",31,730,NA,"Ohio"
"Mill Creek (Glacier)","Tributary",15,20000,NA,"Ohio"
"Milton","Tributary",690,71000,NA,"Ohio"
"Mogadore","Tributary",450,3500,NA,"Ohio"
"Monroe*","Tributary",16,1200,NA,"Ohio"
"Mosquito*","Tributary",2900,25000,NA,"Ohio"
"Nettle","Other",46,5200,NA,"Ohio"
"New Lexington 1A","Other",13,200,NA,"Ohio"
"New Lyme","Other",17,31,NA,"Ohio"
"Nimisilia  ","Other",300,2100,NA,"Ohio"
"North Reservoir ","Other",66,300,NA,"Ohio"
"Oakthorpe","Tributary",17,1900,NA,"Ohio"
"O'Shaughnessy","Tributary",360,250000,NA,"Ohio"
"Oxbow","Other",15,75,NA,"Ohio"
"Paint Creek*","Tributary",480,150000,NA,"Ohio"
"Piedmont*","Tributary",960,22000,NA,"Ohio"
"Pleasant Hill*#","Tributary",320,52000,NA,"Ohio"
"Punderson","Other",30,350,NA,"Ohio"
"Pymatuning","Tributary",6500,37000,NA,"Ohio"
"Resthaven Pond #10","Other",87,130,NA,"Ohio"
"Resthaven Pond #11","Other",12,390,NA,"Ohio"
"Rocky Fork*#","Tributary",790,29000,NA,"Ohio"
"Ross*","Tributary",52,990,NA,"Ohio"
"Rush Creek*","Tributary",110,7400,NA,"Ohio"
"Salt Fork*","Tributary",1200,41000,NA,"Ohio"
"Senecaville*","Tributary",1500,31000,NA,"Ohio"
"Sharon","Tributary",14,1300,NA,"Ohio"
"HAWK POND","POND",12.79999542,96,NA,"ELS"
"EVERGREEN LAKE","LAKE",19.5,73,NA,"ELS"
"CEDAR RIVER FLOW","UNKNOWN",264.5998535,11914,NA,"ELS"
"TWIN LAKES (EASTERN)","LAKE",7.399997711,129,NA,"ELS"
"SNYDER LAKE","LAKE",7.299999237,145,NA,"ELS"
"WHITNEY LAKE","LAKE",43.09997559,272,NA,"ELS"
"WILMURT LAKE","LAKE",38.69998169,259,NA,"ELS"
"HENDERSON LAKE","LAKE",103.5999756,4333,NA,"ELS"
"RAVEN LAKE","LAKE",51.69998169,671,NA,"ELS"
"CONSTABLE POND","POND",21.29998779,966,NA,"ELS"
"GOOSE POND","POND",7.299999237,101,NA,"ELS"
"QUIVER POND","POND",7.299999237,145,NA,"ELS"
"FOURTH LAKE (BISBY LAKES)","LAKE",22.59999085,259,NA,"ELS"
"WOLF POND","POND",16.5,171,NA,"ELS"
"CLEAR POND","POND",39.79998779,264,NA,"ELS"
"SILVER LAKE","LAKE",321.5,1290,NA,"ELS"
"MOUNTAIN POND","POND",22.5,181,NA,"ELS"
"LITTLE CLEAR POND","POND",142.6999512,619,NA,"ELS"
"DRY CHANNEL POND","POND",27.09999085,207,NA,"ELS"
"MIDDLE POND","POND",23.8999939,186,NA,"ELS"
"LAKE CLEAR OUTLET","LAKE",46.69998169,3090,NA,"ELS"
"JOCKS POND","POND",16,111,NA,"ELS"
"LOST POND","POND",10.5,57,NA,"ELS"
"KIWASSA LAKE","LAKE",115.1999512,515,NA,"ELS"
"SILVER LAKE","LAKE",44.69998169,127,NA,"ELS"
"PIERCEFIELD FLOW","UNKNOWN",136.8999023,180223,NA,"ELS"
"BLACK POND","POND",7.199996948,109,NA,"ELS"
"NICKS POND","POND",5.699996948,41,NA,"ELS"
"JOHN POND","POND",5.899997711,36,NA,"ELS"
"HITCHENS POND","POND",54.3999939,11541,NA,"ELS"
"LEDGE POND","POND",5,456,NA,"ELS"
"LOWS LAKE","LAKE",1019,7392,NA,"ELS"
"LITTLE TUPPER LAKE","LAKE",923,10394,NA,"ELS"
"LONG LAKE","LAKE",1619.199219,75387,NA,"ELS"
"PARTLOW LAKE","LAKE",30.19999695,280,NA,"ELS"
"MUD POND","POND",26.79998779,1904,NA,"ELS"
"MIDDLE SOUTH POND","POND",20.69999695,148,NA,"ELS"
"ROCK LAKE","LAKE",77.79998779,544,NA,"ELS"
"SUTTON POND","POND",11.3999939,127,NA,"ELS"
"ARBUTUS POND","POND",49.29998779,342,NA,"ELS"
"WOLF POND","POND",23.8999939,1523,NA,"ELS"
"DEER POND","POND",17.5,129,NA,"ELS"
"FORKED LAKE","LAKE",514,49021,NA,"ELS"
"HITCHCOCK LAKE","LAKE",15.19999695,233,NA,"ELS"
"SAGAMORE LAKE","LAKE",66.59997559,4838,NA,"ELS"
"SEVENTH L.(FULTON CHAIN)","LAKE",332.2998047,3740,NA,"ELS"
"WOLF LAKE","LAKE",4.5,207,NA,"ELS"
"MT ARAB LAKE","LAKE",50.3999939,117,NA,"ELS"
"ROUND POND","POND",7.299999237,135,NA,"ELS"
"WOODHULL LAKE","LAKE",442.5,1821,NA,"ELS"
"VANDERWHACKER POND","POND",8.5,109,NA,"ELS"
"DEBAR POND","POND",35.59997559,736,NA,"ELS"
"ROLLINS POND","POND",174,2955,NA,"ELS"
"PARADOX LAKE","LAKE",380.5998535,12295,NA,"ELS"
"BLACK POND","POND",30.19999695,231,NA,"ELS"
"GULL LAKES (SOUTH)","LAKE",9.799995422,70,NA,"ELS"
"MIDDLE SARANAC LAKE","LAKE",567.199707,23711,NA,"ELS"
"MINNOW POND","POND",42.29998779,440,NA,"ELS"
"PILLSBURY LAKE","LAKE",33.5,715,NA,"ELS"
"SILVER LAKE","LAKE",22.29998779,129,NA,"ELS"
"SOUTH LAKE","LAKE",36.29998779,386,NA,"ELS"
"SPRUCE LAKE","LAKE",66.19995117,932,NA,"ELS"
"STEPHEN'S POND","POND",24.79998779,142,NA,"ELS"
"THIRSTY POND","POND",11.29999542,104,NA,"ELS"
